websites,,,,,,,,,,,
http://hoiniki.by/wp-content/ngg/modules/1/sa/admin.html?cmd=login_submit&amp;id=248420c18892c8e878463efdf48d9656248420c18892c8e878463efdf48d9656&amp;session=248420c18892c8e878463efdf48d9656248420c18892c8e878463efdf48d9656,,,,,,,,,,,
http://hoiniki.by/wp-content/ngg/modules/1/sa/admin.html?cmd=login_submit&id=0db41d77f3f9e0096c6df6e1ec618a090db41d77f3f9e0096c6df6e1ec618a09&session=0db41d77f3f9e0096c6df6e1ec618a090db41d77f3f9e0096c6df6e1ec618a09,,,,,,,,,,,
http://fsdressbd.com/Resources/libraries/KJI/crypt/index.html,,,,,,,,,,,
http://usnnvery.hol.es/US.BANK/USDB/Home/home/auth/,,,,,,,,,,,
http://d662653.u-telcom.net/gggg/ayo1/,,,,,,,,,,,
http://abcroadandlockassistance.com/IWA/GD/,,,,,,,,,,,
http://d662653.u-telcom.net/ggg/ayo1/,,,,,,,,,,,
http://lhndemo.com/wp-css/update.html,,,,,,,,,,,
http://town-el.com/images/furniture/living-room/nrpgroup/docusign.com/ldcs/index.php,,,,,,,,,,,
http://zip.net/bltHKt,,,,,,,,,,,
http://desertsportswear.com/bankofamerica.com/c90da847db9803c2dc7bc28bfb1f52fc/,,,,,,,,,,,
http://desertsportswear.com/bankofamerica.com/b3bd4cd09ccfad2b4cc886674ed0f034/,,,,,,,,,,,
http://desertsportswear.com/bankofamerica.com/0851e47ba18dffc71d7473a5d26ede59/,,,,,,,,,,,
https://1drv.ms/xs/s!AvfOtwj8HUk3lALJBGk-H9s1dhiC,,,,,,,,,,,
http://ardobiejewska.pl/libraries/phputf8/mbstring/adb/nix.html,,,,,,,,,,,
https://mkt-santa.000webhostapp.com/app/dados.php,,,,,,,,,,,
https://protokolo.com/plugins/system/highlight/highlight.html,,,,,,,,,,,
http://www.southerncomfortmechanical.ca/confirmation-account/information-account.updates/webapps/2f93a/websrc?cmd=_login-submit&amp;dispatch=530cbda8dc79fcd6b9df9b946ccbcd2646a0b40233900e3f0b286b54a3b8f804f357d7cd,,,,,,,,,,,
https://novotelbd.asia/blooding/drpbdocs/,,,,,,,,,,,
http://sll.well.com.mangtonics.in/WellsNew/,,,,,,,,,,,
http://bestincs.com/Dropbox/Dropbox/Dropbox/WS/8544b70514b0449d008c7091a66d58f9/contlnue.php,,,,,,,,,,,
http://confluentc.com/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,,,,,,,,,,,
http://revistatourgourmet.com/tmp/mail-box/TnpBNE16VTFPRGc1/?login=,,,,,,,,,,,
http://capsilab.com/wp-admin/css/colors/midnight/adobepdf/error.html,,,,,,,,,,,
http://www.nnordson.com/%7b%7d/1ccc2a9663830e10a51f54c41ff20bfd/,,,,,,,,,,,
http://cover-acct6445.esy.es/index.html,,,,,,,,,,,
https://wildfor.life/share/139/html/dfvAGds/doc147/74353cee37c9ecb6a451bc954bafca10/,,,,,,,,,,,
https://daydo-app.com/ibeacon/configuration/Billing/information/verification/secure/center/amz/moises/4da943b781212f12af6a38cec88316f4/welog.php,,,,,,,,,,,
http://www.ornamentmania.com/lib/gdoc-secure/gtex,,,,,,,,,,,
http://ioannasakellaraki.com/log/,,,,,,,,,,,
http://hetys.com/1/1/3a05e762b509f0ce34759e521fab7ff5/,,,,,,,,,,,
http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=abuse@navy.mil,,,,,,,,,,,
http://ansti.org/email/gmail/login.php,,,,,,,,,,,
http://lilistephens.com/2017/5634/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/f9a9ed0650facc5c38a2e610e70531cc/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/ecf6e39f4c4c31ce30a7ab3b73013d63/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/cb526d16caaa76162cf2058f1e4e13b0/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/66ec98fade446a1d5aaee83ecca64008/,,,,,,,,,,,
http://liceosanconrado.cl/02364LOJD/casts/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/1f5b3affcbd626772a3bb23d1cbae1b9/,,,,,,,,,,,
http://michiganlegacyrun.org/wp-includes/images/media/docs/0980832a9d883da9ec7411b5161fdee6/,,,,,,,,,,,
http://lambabajunior.com/gaz/Googledrt1/login.php,,,,,,,,,,,
http://www.contasinativas.caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.cs31547.tmweb.ru/oferta.cliente,,,,,,,,,,,
http://www.adsensemart.com/dp/ayo1/ayo1/,,,,,,,,,,,
http://almihrab.com.my/dhl/adobelatest/adobe/,,,,,,,,,,,
http://acr.suisscard.ch.secure3.registrierung.suisstip.info/,,,,,,,,,,,
https://murraylorri145.000webhostapp.com/linkedsneed in page (1)/linkedsneed in page/index.html,,,,,,,,,,,
http://ativar-cadastro.pe.hu/ml/ml/mercadolivre/,,,,,,,,,,,
http://madilina.com/wordpress/error_txt/validate.htm,,,,,,,,,,,
http://internetbod.com/pod/?696e7465726e6574626f642e636f6d,,,,,,,,,,,
http://cover-acct0020.esy.es/index.html,,,,,,,,,,,
http://cover-acct5438.esy.es/index.html,,,,,,,,,,,
http://77.194.54.247/wordpress/online.hmrc.gov.uk/index.php,,,,,,,,,,,
http://email.windwardalerts.com/c/eJxtjjFvwyAQhX-NvVQgOIMhA0PSONkytNkrfJDElR0sjGX535eokoeqy9Ppe_fuHZp1Ny596Yyzddti2RlgXDHJgEMluaZVrYEKCVpQLvXppJtDIdjSPd1io7O9j2miGIbyYQA1olOtUO1NWkThAVSrdrVAjnizZW_-yUXz7WNc6RAeMV8O0d_Dc0o2eerdXA4rwXlKYSDOJmsKdSgAPprzcX9t8lRU-6z555pwIFy_MZVRJbOApOy1Ae9Z7zHM41fntgjfrOSHsc91m6t--Wdzuf5tUYRJwuCF1PEHscdZow,,,,,,,,,,,
http://baltkagroup.com/mailcheck/source/,,,,,,,,,,,
https://owa1.everettwa.gov/owa/redir.aspx?REF=obqYAThLp4L9jJOGzEjm-P5AtCThSBRbx9Z-PoSxdMISrf9VbpHUCAFodHRwOi8vb3V0bGxvay13ZWItYXBwLjAwMHdlYmhvc3RhcHAuY29tLw,,,,,,,,,,,
http://www.botecodomarianobit.com/pages2/inter/home.html,,,,,,,,,,,
http://premiosmastercard.esy.es/W!645/index/,,,,,,,,,,,
https://goo.gl/JVVHeA,,,,,,,,,,,
http://bit.ly/2qww0gG,,,,,,,,,,,
http://adsensemart.com/dp/ayo1/ayo1/,,,,,,,,,,,
http://tauruswelding.com/flight/stage/af/ad/ghjk/pvtd_clnt/index2.php,,,,,,,,,,,
https://c4cqk784.caspio.com/dp.asp?AppKey=a6d75000a94cc2e429f041f0a6aa,,,,,,,,,,,
http://caixaonlinefgts.hostkda.com/pages/,,,,,,,,,,,
http://telegraphycoursemorse.com/cielo/,,,,,,,,,,,
https://tinyurl.com/mt5hquu,,,,,,,,,,,
http://contasinativascaixafgts.name/caixa.gov.br/pages/inter/index.php,,,,,,,,,,,
http://signin.amazon.co.uk-prime.form-unsuscribe.id-7816.nproofing.com.au/ren/op/,,,,,,,,,,,
http://primoframe.com/amber/,,,,,,,,,,,
http://tinyurl.com/katfbes,,,,,,,,,,,
http://consultabeneficiosmirror01.esy.es/Consulta/acesso/,,,,,,,,,,,
http://tinyurl.com/n8g7wy8,,,,,,,,,,,
http://adpportal.hol.es/adp.payrollchanges/,,,,,,,,,,,
http://ts4.96.lt/i/,,,,,,,,,,,
http://diariapromotionspecial.com/OFERTAS11910apc/produto.php?linkcompleto=smartphone-samsung-galaxy-j5-sm-j500m-ds-dourado-dual-chip-android-5-1-lollipop-4g-wi-fi-16gb/3216990/pr&amp;id=1,,,,,,,,,,,
http://innamorata.com.ar/melodyfriespitchment/Docusign/index.php,,,,,,,,,,,
http://promotion-smart.com/iphone5s.html,,,,,,,,,,,
http://designaxis.net/secure-doc/DropNewVasion/Fresh/,,,,,,,,,,,
http://ornamentmania.com/shell/gdoc-secure/gtex/,,,,,,,,,,,
http://euromina.com.vn/%20%20/home/pessoa-fisica.php,,,,,,,,,,,
http://attlw.net/m/cprodx.att.net/commonLogin/igate_edam/controller.html,,,,,,,,,,,
http://check-your-acct2017.esy.es/index.html,,,,,,,,,,,
http://websitebuilder102.website.com/ITservice1/,,,,,,,,,,,
http://purchase-order.esy.es/purchase/document.html,,,,,,,,,,,
http://w-reia.com/wichita/new.php?cmd=login_submit&amp;id=c5ef67cb72016b6c896e0aa051aac462c5ef67cb72016b6c896e0aa051aac462&amp;session=c5ef67cb72016b6c896e0aa051aac462c5ef67cb72016b6c896e0aa051aac462,,,,,,,,,,,
http://xicksy.win/xhht4ff2odc.html,,,,,,,,,,,
http://check-updates-app.hol.es/logins.php,,,,,,,,,,,
http://check-updates-app.hol.es/system-confirmation-fb,,,,,,,,,,,
http://mygosecure.com/?a=510&amp;oc=1439&amp;c=3785&amp;s1=50pop&amp;s2=wO9BGNF3JGBSJ4251UEKK7G6,,,,,,,,,,,
http://mygosecure.com/?a=510&amp;oc=1438&amp;c=3785&amp;s1=50pop&amp;s2=wB7G736APO9H2325H8QTRNI0,,,,,,,,,,,
http://www.hallwaystreetsigns.com/pdfs/home/bfbe060107cd442c604ff0a69cc8a940/,,,,,,,,,,,
http://chmsry.org.za/Topultimatenew/product/products/,,,,,,,,,,,
http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=abuse@dla.mil,,,,,,,,,,,
http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/?email=donald.oflaherty@dla.,,,,,,,,,,,
http://advancemedical-sa.com/file/review.pg/manage/,,,,,,,,,,,
http://yanluxe.com/wp-content/themes/idstore/js/index.php,,,,,,,,,,,
http://www.sicoobcard.net.br/413123/inicio.html,,,,,,,,,,,
http://check091.hol.es/log11.php,,,,,,,,,,,
http://supports01123.hol.es/facebook-confirmation,,,,,,,,,,,
http://halpcenter-001acontscheck.esy.es/recovery-chekpoint-login.html,,,,,,,,,,,
http://ecutrack.com/box1/,,,,,,,,,,,
http://cop.com.pe/wp-content/adobee/adobe.php,,,,,,,,,,,
https://shobiziems.com/dreamforce/sess/ca43f279b087320cba6ba3087a8f1f39/,,,,,,,,,,,
http://lhhaokailighting.com/wellsfargo.Gucci/identity.php,,,,,,,,,,,
http://siyacom.net/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/,,,,,,,,,,,
http://www.service-freeboxligne.com/assurez/9ae75b651ab5a58462046a33308528b8/,,,,,,,,,,,
http://service-freeboxligne.com/assurez/,,,,,,,,,,,
http://tisch-und-decke.de/Gon/cpanel/,,,,,,,,,,,
http://bunchyogurt.com/wp-content/themes/x/framework/css/index.php?email=abuse@ivl.com.cn,,,,,,,,,,,
http://confluentc.com/images/excelfile/1bfc02a75ee568412279b969645fd856/,,,,,,,,,,,
http://wish4job.com/page/mpelidrop.html,,,,,,,,,,,
http://mzansinet.co.za/log/all/d/DHL%20AUTO/,,,,,,,,,,,
http://recoveri-legalfb-acct2017.esy.es/index.html,,,,,,,,,,,
http://cover-acct0926.esy.es/index.html,,,,,,,,,,,
http://resolve-acct6548.esy.es/recovery-chekpoint-login.html,,,,,,,,,,,
http://yeusinhly.com.vn/t.php,,,,,,,,,,,
http://yeusinhly.com.vn/themes/in.php,,,,,,,,,,,
http://www.sqi-mail.com/Dropbox/d231f317f2b3e9015b76d9fff7746648/verify.php,,,,,,,,,,,
http://mdllanos.com/wp/qouta/Aldomain/mailbox/domain/,,,,,,,,,,,
http://baitherbackreview.com/wp-content/gtex/,,,,,,,,,,,
http://amirerfanian.ir/wp-admin/ivxn/home/,,,,,,,,,,,
http://habercinimnette.tk/index2.php,,,,,,,,,,,
http://www.santiagoingaramo.com.ar/tmp/Google101/Google/dld/us/,,,,,,,,,,,
https://footkre.in/docusingn/index.php,,,,,,,,,,,
http://www.maxiking.com.bo/LLC/Limited/,,,,,,,,,,,
http://support-5560.hol.es/log1.php,,,,,,,,,,,
http://www.geko.fr/components/com_contact/models/new/1.php,,,,,,,,,,,
https://mskindia.net/security/frontier/frontier.html,,,,,,,,,,,
http://innoscript.nl/paypal-customer/webapps/,,,,,,,,,,,
http://himatemia.undip.ac.id/wp-content/uploads/2017/02/Zeska_seznam_verify-email_security/general_login.htm,,,,,,,,,,,
http://13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile..htm?&part=0.1&vt=ANaJVrELX7NKcIMUkdidxvAdhQuUw_6dUMv6jnRoCp5FkkK8RMFqQNCe4WvwNb2mVYX7DkJKGgXSTnSz9gu83T6oQz8r5DURp5sD_skSDan8bCuVMMmpUvU,,,,,,,,,,,
http://www.andrewrobertsllc.info/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,,,,,,,,,,,
http://bit.ly/2oOkGv9,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,5,42,am,0,29,2017,q,1,/admin.asp,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
